75	attack AND defence power
76	Attack power · Deployment · Debris
77	Attack points
78	Attack points (current planet)
79	Attack preview before launch: no flying blind
80	Announce
81	Announcement
82	Sign in
83	Sessions for this account, including this one. You will be signed out immediately and must sign in again. If someone else accessed your account:
84	To the end
85	Display & notifications
86	Artifact set: Legacy of the Ancients
87	Ash Cartel
88	Signed out on this device
89	Which languages does the game support?
90	Suspicious accounts
91	Lift
92	Collapsible sections
93	Reconnaissance
94	Reconnaissance and sabotage. Buys information others would rather keep to themselves.
95	Disband
96	Formation
97	Ascension & meta tree
98	Off
99	Off - all animations enabled (starfield, scan lines, pulse effects)
100	Off - immediately repairs sabotage after a lost raid for 300 ore, 150 crystals and 3 AI cores instead of waiting 15 minutes
101	Off - requires 1 exploration ship
102	Off - automatically deploys combat ships from your strongest other colony to the threatened planet when a raid is detected (3 AI cores per deployment)
103	Off - automatically drives away pirate debris raiders if you do not intercept them in time (3 AI cores per action, no combat points)
104	Upgrade
105	Appearance
106	Spy
107	Automatic exploration
108	Automatic repair
109	Automatic reinforcements
110	Outpost on the edge of the Kepler system
111	BASE · KEPLER-7 · SLOT 04
112	READY TO SIGN IN
113	UNTIL EXPANSION
114	Base
115	Build basket (build several ship types together)
116	Ended
117	Starts: in 1 hour
118	Starts: in 15 minutes
119	Starts: in 3 hours
120	Starts: in 30 minutes
121	Starts: in 5 minutes
122	Starts: immediately
123	Join mode: determines whether new players can join immediately or must send an application for an admin or officer to approve.
124	Reward connected progression with stellar essence, which survives every prestige and ascension reset.
125	Notify me
126	Reports
127	Save description
128	Leaderboard
129	Leaderboard (all players in this game)
130	Overtaken on the leaderboard
131	Determines whether and for which events the server sends an inbox event (Reports tab) AND a push notification to this device.
132	Resend verification email
133	Send verification link
134	Before you head to Ko-fi
135	Reduced motion
136	Permanently assign small and large cargo ships to a route for passive income. Assigned cargo ships are unavailable for combat and other missions and do not count towards storage capacity. Each completed route has a small piracy risk. "Route protection" significantly reduces this risk at the cost of some income.
137	Previous gifts
138	Bonus breakdown
139	Bonus code
140	Redeem bonus code
141	Bronze
142	Browser notifications
143	Found a bug or have a feature idea? Write it here and your message will be emailed to the developer.
144	Report a bug
145	Bug / suggestion
146	Chat
147	Create code
148	Codes
149	THE GAME
150	DIPLOMACY
151	Data
152	Privacy
153	Privacy policy
154	Duration: 1 hour
155	Duration: 10 minutes
156	Duration: 3 hours
157	Duration: 30 minutes
158	Choose a permanent bonus
159	Your
160	Your device has reduced motion enabled, so the final frame is shown instead of the battle animation.
161	Your commander at a glance: lifetime statistics, earned titles and achievements.
162	Your collection progress across the galaxy. Each category explains what it counts. Completing a category grants a one-time reward.
163	Your slot in Kepler-7 is still available.
164	Your nearest inhabited neighbour is far away: you will not start among established players.
165	Your colony has been founded. We have assigned you a quiet home system at the edge of the known galaxy, deliberately far from established fleets so you can get started in peace.
166	Your colony keeps producing resources while the game is closed. When you next sign in, your time away is calculated for production, factories, active fleet missions, and construction and research queues, up to eight hours. You do not have to stay online to progress.
167	Your colony has been updated
168	Your colony, your blueprint
169	Your credentials stay on this server. Only you and players with their own accounts can see your progress.
170	The Abyss
171	Ascension resets everything. You may preserve one stockpile at the cost of stellar essence
172	The galaxy will not wait for you.
173	Registration takes 20 seconds, beginner protection lasts four days, and your nearest inhabited neighbour is deliberately far away.
174	An overview of all alliance members' fleets. This is only a display, not the joining window for a coordinated attack. Each member automatically reports their current fleet strength every few minutes.
175	These modules apply to EVERY ship of a class throughout your fleet, rather than a single location. Each ship class has its own slots. The highest rarities are available exclusively through high-level alliance missions.
176	This week · resets on Mondays at 00:00
177	This device was automatically signed out because another device using the same account saved in the meantime. This keeps only one session active and prevents progress from being lost. Sign in again here when needed.
178	Diplomacy & trade
179	Diplomacy - non-aggression pacts
180	Discord
181	Doctrine
182	Three interconnected systems.
183	You
184	You are currently active on another device
185	Email (for password resets)
186	Email everyone with a verified address
187	Send email to everyone
188	An email address is already saved.
189	Change email
190	On
191	A boss exclusively for your alliance, unlike the server-wide world boss in the Galaxy tab. Each attack deals your attack power as damage, without travel time or risk to your fleet. Rewards are based on damage contribution when the boss is defeated together.
192	A passion project by one person, with no advertising budget. Spreading the word helps:
193	A passion project and a community project
194	A war lasts
195	A space colony-building game in your browser: build colonies, research technology, assemble fleets and fight real players for star systems. No download, no pay-to-win advantages, and two new star systems every Monday.
196	A separate tree available only to alliance members, researched in your own laboratory like other technologies. Research levels are retained when you leave, but their effects are not. Unlocks the three alliance ships in the Fleet tab.
197	A galaxy that keeps growing
198	A vote for the galaxy
199	A fundamental strategic choice: only one doctrine can be active. Unlocks when advanced targeting systems and the shield matrix both reach level 5. Changing later costs resources for retraining.
200	Introductory tour
201	Share invitation
202	Copy invitation link
203	Redeem
204	Settings
205	Iron Legion
206	Recipients:
207	Endgame objectives for fully upgraded alliance bases: seven projects with 100 upgrade levels each for long-term development.
208	Endless long-term goals: unlimited levels, each with a title and a reward. There is no final ending, only the next rank.
209	Power-saving mode
